"Quadrat","Site","Year","PlantGenusSpecies","SampleRound","FloralAbundance","FloweringPlantAbundance","KeyQuad"
"MS2","CH","2018","Cosmos parviflorus",2,5,4,"CH MS2 2018 2"
"MS2","CH","2018","Echeandia flavescens",1,5,1,"CH MS2 2018 1"
"MS2","CH","2018","Glandularia bipinnatifida",2,50,2,"CH MS2 2018 2"
"MS2","CH","2021","Cosmos parviflorus",1,11,5,"CH MS2 2021 1"
"MS2","CH","2021","Psacalium decompositum",1,5,1,"CH MS2 2021 1"
"MS2","CH","2021","Verbascum thapsus",1,3,1,"CH MS2 2021 1"
"MS2","CH","2022","Cosmos parviflorus",1,17,30,"CH MS2 2022 1"
"MS2","CH","2022","Echeandia flavescens",1,1,1,"CH MS2 2022 1"
"MS2","CH","2022","Glandularia bipinnatifida",1,45,3,"CH MS2 2022 1"
"MS2","CH","2022","Trifolium pinetorum",1,14,8,"CH MS2 2022 1"
"MS2","HM","2017","Hymenoxys hoopesii",1,50,9,"HM MS2 2017 1"
"MS2","HM","2017","Hymenoxys hoopesii",2,100,12,"HM MS2 2017 2"
"MS2","HM","2017","Hymenoxys hoopesii",3,50,4,"HM MS2 2017 3"
"MS2","HM","2017","Lupinus palmeri",2,5,1,"HM MS2 2017 2"
"MS2","HM","2018","Erigeron tracyi",1,5,1,"HM MS2 2018 1"
"MS2","HM","2018","Erigeron tracyi",2,5,1,"HM MS2 2018 2"
"MS2","HM","2018","Hymenoxys hoopesii",1,50,1,"HM MS2 2018 1"
"MS2","HM","2018","Lupinus palmeri",1,50,1,"HM MS2 2018 1"
"MS2","HM","2018","Pennellia longifolia",1,50,1,"HM MS2 2018 1"
"MS2","HM","2018","Tragopogon pratensis",2,5,2,"HM MS2 2018 2"
"MS2","HM","2021","Erigeron flagellaris",1,1,1,"HM MS2 2021 1"
"MS2","HM","2021","Lupinus palmeri",2,63,3,"HM MS2 2021 2"
"MS2","HM","2021","Pennellia longifolia",1,10,1,"HM MS2 2021 1"
"MS2","HM","2022","Cirsium parryi",1,11,2,"HM MS2 2022 1"
"MS2","HM","2022","Erigeron tracyi",1,2,2,"HM MS2 2022 1"
"MS2","HM","2022","Halenia recurva",1,9,5,"HM MS2 2022 1"
"MS2","HM","2022","Hymenoxys hoopesii",1,8,6,"HM MS2 2022 1"
"MS2","HM","2022","Tragopogon pratensis",1,1,2,"HM MS2 2022 1"
"MS2","JC","2017","Eremogone fendleri",2,50,4,"JC MS2 2017 2"
"MS2","JC","2017","Erigeron flagellaris",2,5,1,"JC MS2 2017 2"
"MS2","JC","2017","Erigeron subtrinervis",3,50,5,"JC MS2 2017 3"
"MS2","JC","2018","Achillea millefolium",2,50,1,"JC MS2 2018 2"
"MS2","JC","2018","Campanula rotundifolia",1,5,2,"JC MS2 2018 1"
"MS2","JC","2018","Erigeron tracyi",2,5,6,"JC MS2 2018 2"
"MS2","JC","2018","Ipomopsis aggregata",2,50,1,"JC MS2 2018 2"
"MS2","JC","2021","Achillea millefolium",1,1,1,"JC MS2 2021 1"
"MS2","JC","2021","Campanula rotundifolia",1,3,2,"JC MS2 2021 1"
"MS2","JC","2021","Campanula rotundifolia",2,1,1,"JC MS2 2021 2"
"MS2","JC","2021","Erigeron tracyi",2,1,1,"JC MS2 2021 2"
"MS2","JC","2021","Linum lewisii",1,12,4,"JC MS2 2021 1"
"MS2","JC","2021","Linum lewisii",2,1,1,"JC MS2 2021 2"
"MS2","JC","2021","Potentilla hippiana",1,13,5,"JC MS2 2021 1"
"MS2","JC","2021","Potentilla hippiana",2,9,3,"JC MS2 2021 2"
"MS2","MM","2017","Commelina dianthifolia",3,5,3,"MM MS2 2017 3"
"MS2","MM","2017","Erysimum capitatum",1,50,1,"MM MS2 2017 1"
"MS2","MM","2017","Monardella odoratissima",2,50,3,"MM MS2 2017 2"
"MS2","MM","2018","Commelina dianthifolia",2,5,2,"MM MS2 2018 2"
"MS2","MM","2018","Erigeron formosissimus",2,5,2,"MM MS2 2018 2"
"MS2","MM","2018","Erigeron tracyi",1,5,1,"MM MS2 2018 1"
"MS2","MM","2018","Erysimum capitatum",1,5,1,"MM MS2 2018 1"
"MS2","MM","2018","Erysimum capitatum",2,50,1,"MM MS2 2018 2"
"MS2","MM","2018","Hymenoxys hoopesii",1,50,1,"MM MS2 2018 1"
"MS2","MM","2018","Lupinus palmeri",1,50,1,"MM MS2 2018 1"
"MS2","MM","2018","Mirabilis oblongifolia",1,5,1,"MM MS2 2018 1"
"MS2","MM","2018","Mirabilis oblongifolia",2,50,1,"MM MS2 2018 2"
"MS2","MM","2018","Pennellia longifolia",1,50,1,"MM MS2 2018 1"
"MS2","MM","2018","Vicia pulchella",1,5,1,"MM MS2 2018 1"
"MS2","MM","2021","Commelina dianthifolia",1,1,1,"MM MS2 2021 1"
"MS2","MM","2021","Heterotheca pumila",2,18,1,"MM MS2 2021 2"
"MS2","MM","2021","Monardella odoratissima",1,16,1,"MM MS2 2021 1"
"MS2","MM","2021","Monardella odoratissima",2,14,2,"MM MS2 2021 2"
"MS2","MM","2021","Vicia pulchella",1,43,3,"MM MS2 2021 1"
"MS2","PL","2018","Achillea millefolium",2,5,1,"PL MS2 2018 2"
"MS2","PL","2018","Campanula rotundifolia",1,50,4,"PL MS2 2018 1"
"MS2","PL","2018","Campanula rotundifolia",2,5,2,"PL MS2 2018 2"
"MS2","PL","2021","Erysimum capitatum",1,18,1,"PL MS2 2021 1"
"MS2","RP","2018","Commelina dianthifolia",1,50,12,"RP MS2 2018 1"
"MS2","RP","2021","Commelina dianthifolia",1,2,2,"RP MS2 2021 1"
"MS2","RP","2021","Psacalium decompositum",2,19,2,"RP MS2 2021 2"
"MS2","RP","2022","Heracleum",1,20,1,"RP MS2 2022 1"
"MS2","RP","2022","Hymenoxys hoopesii",1,2,2,"RP MS2 2022 1"
"MS2","SC","2017","Campanula rotundifolia",3,5,7,"SC MS2 2017 3"
"MS2","SC","2017","Cymopterus lemmonii",1,50,3,"SC MS2 2017 1"
"MS2","SC","2017","Cymopterus lemmonii",2,50,3,"SC MS2 2017 2"
"MS2","SC","2017","Cymopterus lemmonii",3,50,1,"SC MS2 2017 3"
"MS2","SC","2017","Erigeron flagellaris",1,50,20,"SC MS2 2017 1"
"MS2","SC","2017","Erigeron subtrinervis",3,5,2,"SC MS2 2017 3"
"MS2","SC","2017","Hymenoxys richardsonii",2,50,1,"SC MS2 2017 2"
"MS2","SC","2017","Hymenoxys richardsonii",3,5,1,"SC MS2 2017 3"
"MS2","SC","2017","Oxytropis lambertii",1,50,1,"SC MS2 2017 1"
"MS2","SC","2018","Campanula rotundifolia",1,5,1,"SC MS2 2018 1"
"MS2","SC","2018","Erigeron flagellaris",1,5,2,"SC MS2 2018 1"
"MS2","SC","2018","Potentilla hippiana",1,50,3,"SC MS2 2018 1"
"MS2","SC","2021","Campanula rotundifolia",2,1,2,"SC MS2 2021 2"
"MS2","SC","2021","Cymopterus lemmonii",2,1,1,"SC MS2 2021 2"
"MS2","SC","2021","Erigeron flagellaris",1,2,2,"SC MS2 2021 1"
"MS2","SC","2021","Penstemon pseudoparvus",2,7,1,"SC MS2 2021 2"
"MS2","SC","2021","Potentilla hippiana",1,2,3,"SC MS2 2021 1"
"MS2","SC","2021","Potentilla hippiana",2,4,2,"SC MS2 2021 2"
"MS2","SM","2017","Erigeron flagellaris",1,50,11,"SM MS2 2017 1"
"MS2","SM","2018","Campanula rotundifolia",1,5,1,"SM MS2 2018 1"
"MS2","SM","2021","Campanula rotundifolia",2,1,1,"SM MS2 2021 2"
"MS2","SS","2017","Hymenoxys hoopesii",1,50,3,"SS MS2 2017 1"
"MS2","VC","2017","Erigeron formosissimus",1,5,4,"VC MS2 2017 1"
"MS3","CH","2017","Erigeron flagellaris",2,50,3,"CH MS3 2017 2"
"MS3","CH","2017","Ipomoea plummerae",3,5,3,"CH MS3 2017 3"
"MS3","CH","2017","Trifolium pinetorum",3,50,1,"CH MS3 2017 3"
"MS3","CH","2017","Vicia americana",1,5,6,"CH MS3 2017 1"
"MS3","CH","2018","Cosmos parviflorus",2,5,5,"CH MS3 2018 2"
"MS3","CH","2018","Glandularia bipinnatifida",1,50,3,"CH MS3 2018 1"
"MS3","CH","2018","Ipomoea plummerae",1,5,1,"CH MS3 2018 1"
"MS3","CH","2018","Monarda citriodora austromontana",1,50,3,"CH MS3 2018 1"
"MS3","CH","2018","Psacalium decompositum",2,50,2,"CH MS3 2018 2"
"MS3","CH","2021","Psacalium decompositum",1,12,3,"CH MS3 2021 1"
"MS3","CH","2022","Cosmos parviflorus",1,5,5,"CH MS3 2022 1"
"MS3","CH","2022","Houstonia wrightii",1,120,60,"CH MS3 2022 1"
"MS3","CH","2022","Ipomoea plummerae",1,1,1,"CH MS3 2022 1"
"MS3","CH","2022","Oenothera elata",1,3,4,"CH MS3 2022 1"
"MS3","HM","2017","Cymopterus lemmonii",1,5,5,"HM MS3 2017 1"
"MS3","HM","2017","Cymopterus lemmonii",2,50,5,"HM MS3 2017 2"
"MS3","HM","2017","Erigeron flagellaris",3,5,1,"HM MS3 2017 3"
"MS3","HM","2017","Erigeron subtrinervis",3,5,2,"HM MS3 2017 3"
"MS3","HM","2017","Geranium richardsonii",3,5,1,"HM MS3 2017 3"
"MS3","HM","2017","Hymenoxys hoopesii",1,5,6,"HM MS3 2017 1"
"MS3","HM","2017","Hymenoxys hoopesii",2,100,8,"HM MS3 2017 2"
"MS3","HM","2017","Hymenoxys hoopesii",3,5,2,"HM MS3 2017 3"
"MS3","HM","2018","Arenaria lanuginosa",1,5,2,"HM MS3 2018 1"
"MS3","HM","2018","Erigeron speciosus",2,5,4,"HM MS3 2018 2"
"MS3","HM","2018","Erigeron tracyi",1,50,12,"HM MS3 2018 1"
"MS3","HM","2018","Erigeron tracyi",2,5,5,"HM MS3 2018 2"
"MS3","HM","2018","Halenia recurva",2,50,3,"HM MS3 2018 2"
"MS3","HM","2018","Lupinus palmeri",1,50,1,"HM MS3 2018 1"
"MS3","HM","2018","Taraxacum officinale",2,5,1,"HM MS3 2018 2"
"MS3","HM","2021","Erigeron subtrinervis",1,2,1,"HM MS3 2021 1"
"MS3","HM","2022","Erigeron spp.",1,45,27,"HM MS3 2022 1"
"MS3","HM","2022","Erigeron tracyi",1,9,9,"HM MS3 2022 1"
"MS3","HM","2022","Halenia recurva",1,12,9,"HM MS3 2022 1"
"MS3","HM","2022","Hymenoxys hoopesii",1,9,14,"HM MS3 2022 1"
"MS3","JC","2017","Achillea millefolium",3,50,4,"JC MS3 2017 3"
"MS3","JC","2017","Allium cernuum",2,50,1,"JC MS3 2017 2"
"MS3","JC","2017","Campanula rotundifolia",2,50,8,"JC MS3 2017 2"
"MS3","JC","2017","Campanula rotundifolia",3,50,25,"JC MS3 2017 3"
"MS3","JC","2017","Erigeron flagellaris",2,5,6,"JC MS3 2017 2"
"MS3","JC","2018","Achillea millefolium",1,50,1,"JC MS3 2018 1"
"MS3","JC","2018","Campanula rotundifolia",1,5,1,"JC MS3 2018 1"
"MS3","JC","2018","Campanula rotundifolia",2,5,3,"JC MS3 2018 2"
"MS3","JC","2018","Erigeron tracyi",1,5,2,"JC MS3 2018 1"
"MS3","JC","2018","Erigeron tracyi",2,5,3,"JC MS3 2018 2"
"MS3","JC","2018","Potentilla fruticosa",1,50,1,"JC MS3 2018 1"
"MS3","JC","2021","Campanula rotundifolia",2,1,1,"JC MS3 2021 2"
"MS3","JC","2021","Erigeron subtrinervis",2,12,10,"JC MS3 2021 2"
"MS3","JC","2021","Potentilla hippiana",1,2,1,"JC MS3 2021 1"
"MS3","JC","2021","Potentilla hippiana",2,1,1,"JC MS3 2021 2"
"MS3","MM","2017","Arenaria lanuginosa",3,5,1,"MM MS3 2017 3"
"MS3","MM","2017","Hymenopappus newberryi",3,50,1,"MM MS3 2017 3"
"MS3","MM","2017","Hymenoxys hoopesii",3,5,1,"MM MS3 2017 3"
"MS3","MM","2017","Monardella odoratissima",3,50,2,"MM MS3 2017 3"
"MS3","MM","2017","Vicia pulchella",2,50,3,"MM MS3 2017 2"
"MS3","MM","2018","Arenaria lanuginosa",1,5,2,"MM MS3 2018 1"
"MS3","MM","2018","Castilleja miniata",1,5,4,"MM MS3 2018 1"
"MS3","MM","2018","Cymopterus lemmonii",1,5,1,"MM MS3 2018 1"
"MS3","MM","2018","Erigeron tracyi",1,100,13,"MM MS3 2018 1"
"MS3","MM","2018","Hymenopappus newberryi",1,50,3,"MM MS3 2018 1"
"MS3","MM","2018","Monardella odoratissima",1,50,4,"MM MS3 2018 1"
"MS3","MM","2018","Vicia pulchella",1,50,4,"MM MS3 2018 1"
"MS3","MM","2021","Castilleja miniata",2,1,1,"MM MS3 2021 2"
"MS3","MM","2021","Commelina dianthifolia",1,1,1,"MM MS3 2021 1"
"MS3","MM","2021","Erigeron flagellaris",2,1,1,"MM MS3 2021 2"
"MS3","MM","2021","Mirabilis oblongifolia",1,5,2,"MM MS3 2021 1"
"MS3","MM","2021","Monardella odoratissima",2,13,2,"MM MS3 2021 2"
"MS3","MM","2021","Vicia pulchella",2,2,1,"MM MS3 2021 2"
"MS3","MM","2022","Drymaria leptophylla",1,2,1,"MM MS3 2022 1"
"MS3","PL","2018","Cymopterus lemmonii",1,5,5,"PL MS3 2018 1"
"MS3","PL","2018","Cymopterus lemmonii",2,5,1,"PL MS3 2018 2"
"MS3","PL","2018","Geranium viscosissimum",1,5,1,"PL MS3 2018 1"
"MS3","PL","2018","Hymenoxys hoopesii",1,5,5,"PL MS3 2018 1"
"MS3","PL","2021","Campanula rotundifolia",2,1,1,"PL MS3 2021 2"
"MS3","PL","2021","Geranium richardsonii",2,1,1,"PL MS3 2021 2"
"MS3","PL","2022","Geranium richardsonii",1,2,5,"PL MS3 2022 1"
"MS3","RP","2021","Achillea millefolium",2,2,1,"RP MS3 2021 2"
"MS3","RP","2021","Glandularia bipinnatifida",2,24,1,"RP MS3 2021 2"
"MS3","SC","2017","Castilleja austromontana",1,5,3,"SC MS3 2017 1"
"MS3","SC","2017","Cymopterus lemmonii",1,50,3,"SC MS3 2017 1"
"MS3","SC","2017","Eremogone fendleri",2,50,2,"SC MS3 2017 2"
"MS3","SC","2017","Eremogone fendleri",3,50,5,"SC MS3 2017 3"
"MS3","SC","2017","Erigeron flagellaris",1,50,25,"SC MS3 2017 1"
"MS3","SC","2017","Erigeron flagellaris",3,5,2,"SC MS3 2017 3"
"MS3","SC","2017","Erysimum capitatum",1,5,1,"SC MS3 2017 1"
"MS3","SC","2017","Hymenoxys richardsonii",2,50,1,"SC MS3 2017 2"
"MS3","SC","2017","Hymenoxys richardsonii",3,50,5,"SC MS3 2017 3"
"MS3","SC","2018","Eremogone fendleri",1,50,4,"SC MS3 2018 1"
"MS3","SC","2018","Eremogone fendleri",2,50,2,"SC MS3 2018 2"
"MS3","SC","2018","Hymenoxys richardsonii",1,50,2,"SC MS3 2018 1"
"MS3","SC","2018","Hymenoxys richardsonii",2,50,1,"SC MS3 2018 2"
"MS3","SC","2018","Potentilla hippiana",1,50,1,"SC MS3 2018 1"
"MS3","SC","2021","Campanula rotundifolia",2,1,1,"SC MS3 2021 2"
"MS3","SC","2021","Cymopterus lemmonii",2,2,1,"SC MS3 2021 2"
"MS3","SC","2021","Eremogone fendleri",1,3,3,"SC MS3 2021 1"
"MS3","SC","2021","Hymenoxys richardsonii",1,32,3,"SC MS3 2021 1"
"MS3","SC","2021","Penstemon pseudoparvus",2,1,1,"SC MS3 2021 2"
"MS3","SC","2021","Potentilla hippiana",1,1,2,"SC MS3 2021 1"
"MS3","SC","2022","Penstemon pseudoparvus",1,3,1,"SC MS3 2022 1"
"MS3","SM","2017","Cymopterus lemmonii",1,50,1,"SM MS3 2017 1"
"MS3","SM","2017","Erigeron flagellaris",1,50,22,"SM MS3 2017 1"
"MS3","SM","2018","Campanula rotundifolia",1,5,6,"SM MS3 2018 1"
"MS3","SM","2018","Erigeron tracyi",1,55,13,"SM MS3 2018 1"
"MS3","SM","2018","Hesperidanthus linearifolius",1,50,2,"SM MS3 2018 1"
"MS3","SM","2018","Linum lewisii",1,5,2,"SM MS3 2018 1"
"MS3","SM","2018","Mirabilis oblongifolia",1,5,1,"SM MS3 2018 1"
"MS3","SM","2018","Mirabilis oblongifolia",2,5,1,"SM MS3 2018 2"
"MS3","SM","2018","Potentilla hippiana",1,5,9,"SM MS3 2018 1"
"MS3","SM","2021","Erigeron tracyi",2,1,1,"SM MS3 2021 2"
"MS3","SM","2021","Potentilla hippiana",1,20,9,"SM MS3 2021 1"
"MS3","SM","2022","Campanula rotundifolia",1,4,4,"SM MS3 2022 1"
"MS3","SM","2022","Potentilla hippiana",1,1,32,"SM MS3 2022 1"
"MS3","SS","2017","Achillea millefolium",1,50,4,"SS MS3 2017 1"
"MS3","SS","2017","Hymenoxys hoopesii",1,50,2,"SS MS3 2017 1"
"MS3","UK","2017","Trifolium pinetorum",1,50,30,"UK MS3 2017 1"
"MS3","VC","2017","Achillea millefolium",1,50,2,"VC MS3 2017 1"
"MS3","VC","2017","Erigeron formosissimus",1,5,1,"VC MS3 2017 1"
"MW1","CH","2017","Glandularia bipinnatifida",1,5,1,"CH MW1 2017 1"
"MW1","CH","2017","Glandularia bipinnatifida",2,5,1,"CH MW1 2017 2"
"MW1","CH","2017","Monarda citriodora austromontana",3,50,1,"CH MW1 2017 3"
"MW1","CH","2018","Cosmos parviflorus",2,5,5,"CH MW1 2018 2"
"MW1","CH","2018","Dalea polygonoides",2,50,1,"CH MW1 2018 2"
"MW1","CH","2018","Glandularia bipinnatifida",1,5,1,"CH MW1 2018 1"
"MW1","CH","2018","Heliomeris multiflora",2,5,1,"CH MW1 2018 2"
"MW1","CH","2018","Monarda citriodora austromontana",1,5,1,"CH MW1 2018 1"
"MW1","CH","2021","Cosmos parviflorus",1,62,17,"CH MW1 2021 1"
"MW1","CH","2022","Cosmos parviflorus",1,26,28,"CH MW1 2022 1"
"MW1","CH","2022","Trifolium spp.",1,8,5,"CH MW1 2022 1"
"MW1","HM","2017","Erigeron flagellaris",1,5,7,"HM MW1 2017 1"
"MW1","HM","2017","Erigeron flagellaris",2,10,9,"HM MW1 2017 2"
"MW1","HM","2017","Erigeron flagellaris",3,50,10,"HM MW1 2017 3"
"MW1","HM","2017","Hymenoxys hoopesii",1,5,1,"HM MW1 2017 1"
"MW1","HM","2017","Hymenoxys hoopesii",2,5,1,"HM MW1 2017 2"
"MW1","HM","2017","Lupinus palmeri",3,50,2,"HM MW1 2017 3"
"MW1","HM","2017","Potentilla hippiana",2,5,1,"HM MW1 2017 2"
"MW1","HM","2018","Achillea millefolium",2,50,1,"HM MW1 2018 2"
"MW1","HM","2018","Erigeron speciosus",2,5,1,"HM MW1 2018 2"
"MW1","HM","2018","Erigeron tracyi",1,50,31,"HM MW1 2018 1"
"MW1","HM","2018","Erigeron tracyi",2,5,2,"HM MW1 2018 2"
"MW1","HM","2018","Hymenoxys hoopesii",1,5,1,"HM MW1 2018 1"
"MW1","HM","2018","Lupinus palmeri",1,50,1,"HM MW1 2018 1"
"MW1","HM","2018","Lupinus palmeri",2,50,3,"HM MW1 2018 2"
"MW1","HM","2021","Erigeron tracyi",2,4,4,"HM MW1 2021 2"
"MW1","HM","2021","Lupinus palmeri",1,40,2,"HM MW1 2021 1"
"MW1","HM","2021","Lupinus palmeri",2,21,1,"HM MW1 2021 2"
"MW1","HM","2022","Erigeron spp.",1,6,4,"HM MW1 2022 1"
"MW1","HM","2022","Erigeron tracyi",1,21,21,"HM MW1 2022 1"
"MW1","HM","2022","Lupinus palmeri",1,300,7,"HM MW1 2022 1"
"MW1","JC","2017","Achillea millefolium",2,50,3,"JC MW1 2017 2"
"MW1","JC","2017","Campanula rotundifolia",2,50,14,"JC MW1 2017 2"
"MW1","JC","2017","Campanula rotundifolia",3,50,20,"JC MW1 2017 3"
"MW1","JC","2017","Ipomopsis aggregata",3,50,1,"JC MW1 2017 3"
"MW1","JC","2017","Potentilla fruticosa",3,50,1,"JC MW1 2017 3"
"MW1","JC","2018","Eremogone fendleri",2,50,4,"JC MW1 2018 2"
"MW1","JC","2018","Erigeron tracyi",2,5,1,"JC MW1 2018 2"
"MW1","JC","2018","Gentiana affinis",2,5,1,"JC MW1 2018 2"
"MW1","JC","2021","Achillea millefolium",2,3,1,"JC MW1 2021 2"
"MW1","JC","2021","Campanula rotundifolia",1,1,1,"JC MW1 2021 1"
"MW1","JC","2021","Erigeron formosissimus",1,1,1,"JC MW1 2021 1"
"MW1","JC","2021","Potentilla fruticosa",1,74,1,"JC MW1 2021 1"
"MW1","MM","2017","Hymenopappus newberryi",2,5,1,"MM MW1 2017 2"
"MW1","MM","2017","Hymenopappus newberryi",3,50,1,"MM MW1 2017 3"
"MW1","MM","2017","Potentilla hippiana",1,5,4,"MM MW1 2017 1"
"MW1","MM","2017","Potentilla hippiana",2,5,4,"MM MW1 2017 2"
"MW1","MM","2017","Potentilla hippiana",3,50,6,"MM MW1 2017 3"
"MW1","MM","2018","Erigeron formosissimus",2,5,1,"MM MW1 2018 2"
"MW1","MM","2018","Erigeron tracyi",1,50,31,"MM MW1 2018 1"
"MW1","MM","2018","Heterotheca pumila",2,50,15,"MM MW1 2018 2"
"MW1","MM","2018","Hymenopappus newberryi",1,5,1,"MM MW1 2018 1"
"MW1","MM","2018","Hymenopappus newberryi",2,50,2,"MM MW1 2018 2"
"MW1","MM","2018","Hymenoxys hoopesii",1,5,1,"MM MW1 2018 1"
"MW1","MM","2018","Lupinus palmeri",1,50,1,"MM MW1 2018 1"
"MW1","MM","2018","Mirabilis oblongifolia",2,5,1,"MM MW1 2018 2"
"MW1","MM","2018","Potentilla hippiana",1,5,15,"MM MW1 2018 1"
"MW1","MM","2018","Potentilla hippiana",2,50,10,"MM MW1 2018 2"
"MW1","MM","2018","Vicia pulchella",2,50,1,"MM MW1 2018 2"
"MW1","MM","2021","Erigeron flagellaris",1,13,2,"MM MW1 2021 1"
"MW1","MM","2021","Erigeron flagellaris",2,6,4,"MM MW1 2021 2"
"MW1","MM","2021","Potentilla hippiana",1,8,3,"MM MW1 2021 1"
"MW1","MM","2021","Potentilla hippiana",2,2,2,"MM MW1 2021 2"
"MW1","MM","2021","Silene scouleri",2,5,5,"MM MW1 2021 2"
"MW1","MM","2022","Potentilla hippiana",1,18,47,"MM MW1 2022 1"
"MW1","PL","2018","Drymaria leptophylla",1,50,3,"PL MW1 2018 1"
"MW1","PL","2018","Hymenoxys hoopesii",1,5,1,"PL MW1 2018 1"
"MW1","PL","2021","Campanula rotundifolia",2,1,1,"PL MW1 2021 2"
"MW1","PL","2021","Hymenoxys hoopesii",1,3,1,"PL MW1 2021 1"
"MW1","PL","2021","Hymenoxys hoopesii",2,2,2,"PL MW1 2021 2"
"MW1","PL","2022","Erysimum capitatum",1,3,1,"PL MW1 2022 1"
"MW1","PL","2022","Glandularia bipinnatifida",1,150,2,"PL MW1 2022 1"
"MW1","RP","2018","Achillea millefolium",1,5,1,"RP MW1 2018 1"
"MW1","RP","2018","Glandularia bipinnatifida",1,50,1,"RP MW1 2018 1"
"MW1","RP","2018","Hymenoxys hoopesii",1,50,3,"RP MW1 2018 1"
"MW1","RP","2018","Trifolium pinetorum",1,5,3,"RP MW1 2018 1"
"MW1","RP","2021","Achillea millefolium",2,5,1,"RP MW1 2021 2"
"MW1","RP","2021","Commelina dianthifolia",1,2,2,"RP MW1 2021 1"
"MW1","RP","2021","Hymenoxys hoopesii",2,2,1,"RP MW1 2021 2"
"MW1","RP","2022","Galium aparine",1,60,5,"RP MW1 2022 1"
"MW1","RP","2022","Trifolium pinetorum",1,2,2,"RP MW1 2022 1"
"MW1","SC","2017","Achillea millefolium",2,50,1,"SC MW1 2017 2"
"MW1","SC","2017","Campanula rotundifolia",2,50,10,"SC MW1 2017 2"
"MW1","SC","2017","Campanula rotundifolia",3,50,9,"SC MW1 2017 3"
"MW1","SC","2017","Castilleja miniata",2,5,2,"SC MW1 2017 2"
"MW1","SC","2017","Cymopterus lemmonii",1,100,6,"SC MW1 2017 1"
"MW1","SC","2017","Eremogone fendleri",1,50,2,"SC MW1 2017 1"
"MW1","SC","2017","Erigeron spp.",2,5,1,"SC MW1 2017 2"
"MW1","SC","2017","Hymenoxys richardsonii",2,50,6,"SC MW1 2017 2"
"MW1","SC","2017","Hymenoxys richardsonii",3,50,4,"SC MW1 2017 3"
"MW1","SC","2017","Iris missouriensis",1,50,2,"SC MW1 2017 1"
"MW1","SC","2017","Oxytropis lambertii",1,50,5,"SC MW1 2017 1"
"MW1","SC","2017","Potentilla hippiana",3,5,1,"SC MW1 2017 3"
"MW1","SC","2018","Campanula rotundifolia",1,5,1,"SC MW1 2018 1"
"MW1","SC","2018","Campanula rotundifolia",2,5,2,"SC MW1 2018 2"
"MW1","SC","2018","Castilleja miniata",1,5,2,"SC MW1 2018 1"
"MW1","SC","2018","Eremogone fendleri",1,5,1,"SC MW1 2018 1"
"MW1","SC","2018","Erigeron flagellaris",1,5,2,"SC MW1 2018 1"
"MW1","SC","2018","Hymenoxys richardsonii",1,50,22,"SC MW1 2018 1"
"MW1","SC","2021","Campanula rotundifolia",2,1,1,"SC MW1 2021 2"
"MW1","SC","2021","Cymopterus lemmonii",1,2,1,"SC MW1 2021 1"
"MW1","SC","2021","Eremogone fendleri",1,8,2,"SC MW1 2021 1"
"MW1","SC","2021","Hymenoxys richardsonii",1,5,1,"SC MW1 2021 1"
"MW1","SC","2021","Potentilla hippiana",2,1,1,"SC MW1 2021 2"
"MW1","SC","2022","Hymenoxys richardsonii",1,46,10,"SC MW1 2022 1"
"MW1","SC","2022","Potentilla hippiana",1,1,3,"SC MW1 2022 1"
"MW1","SC","2022","Townsendia grandiflora",1,2,4,"SC MW1 2022 1"
"MW1","SM","2017","Cymopterus lemmonii",1,50,2,"SM MW1 2017 1"
"MW1","SM","2017","Erigeron flagellaris",1,50,10,"SM MW1 2017 1"
"MW1","SM","2017","Potentilla hippiana",1,5,3,"SM MW1 2017 1"
"MW1","SM","2018","Campanula rotundifolia",1,5,10,"SM MW1 2018 1"
"MW1","SM","2018","Erigeron tracyi",1,5,1,"SM MW1 2018 1"
"MW1","SM","2021","Campanula rotundifolia",1,6,5,"SM MW1 2021 1"
"MW1","SM","2021","Campanula rotundifolia",2,1,1,"SM MW1 2021 2"
"MW1","SM","2021","Lupinus palmeri",2,30,1,"SM MW1 2021 2"
"MW1","SM","2022","Campanula rotundifolia",1,3,5,"SM MW1 2022 1"
"MW1","SS","2017","Achillea millefolium",1,50,5,"SS MW1 2017 1"
"MW1","SS","2017","Hymenoxys hoopesii",1,55,5,"SS MW1 2017 1"
"MW1","UK","2017","Taraxacum officinale",1,5,1,"UK MW1 2017 1"
"MW1","UK","2017","Trifolium pinetorum",1,50,6,"UK MW1 2017 1"
"MW1","VC","2017","Erigeron formosissimus",1,5,1,"VC MW1 2017 1"
"MW2","CH","2017","Glandularia bipinnatifida",3,50,1,"CH MW2 2017 3"
"MW2","CH","2017","Monarda citriodora austromontana",3,50,1,"CH MW2 2017 3"
"MW2","CH","2017","Oenothera elata",3,5,2,"CH MW2 2017 3"
"MW2","CH","2017","Verbascum thapsus",2,5,1,"CH MW2 2017 2"
"MW2","CH","2018","Cosmos parviflorus",2,5,5,"CH MW2 2018 2"
"MW2","CH","2018","Glandularia bipinnatifida",1,50,1,"CH MW2 2018 1"
"MW2","CH","2018","Glandularia bipinnatifida",2,50,2,"CH MW2 2018 2"
"MW2","CH","2018","Oenothera elata",1,5,1,"CH MW2 2018 1"
"MW2","CH","2018","Trifolium pinetorum",1,5,1,"CH MW2 2018 1"
"MW2","CH","2018","Trifolium pinetorum",2,50,1,"CH MW2 2018 2"
